ride_id,driver_id,user_id,vehicle_id,pickup_zone,drop_zone,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,ride_started_at,hour_of_day,day_of_week,is_weekend,is_peak_hour,is_holiday,weather_condition,is_raining,rainfall_mm,traffic_congestion_score,driver_type,road_types_used,total_turns,total_signals,google_eta_seconds,google_eta_min,ml_predicted_eta_min,actual_duration_min,eta_error_pct,is_rerouted,reroute_count,fare_inr,ride_status
7e06fb6e-e935-4880-b0d5-cf23b24f7641,37b1137a-e666-40a9-a61c-e5740b6e50d8,c63d6d29-6af2-45fd-88ba-302c61ececc0,3,Camp (MG Road),Kharadi,18.5118576,73.8783172,18.5584399,73.9413915,11.429,2026-01-17 05:10:15,5,5,1,0,0,stormy,1,35.32,1.98,experienced,highway,29,11,979,16.32,31.2,40.41,22.79,0,0,189.49,completed
f5e8c0d1-e5eb-4f11-9270-6fb7659e04b9,879270a3-1409-4ac9-bb1b-ef084ca2ff80,dc8d8012-b5ad-4c42-b993-2441ab6e5796,2,Baner,Hadapsar,18.556083,73.781034,18.4953638,73.9326096,25.36,2026-02-09 22:31:15,22,0,0,0,0,rainy,1,2.17,2.0,senior,main_road,87,37,2608,43.47,48.76,90.69,46.23,0,0,367.83,completed
59429f11-32c2-4c04-93d8-deb9a5ea1e5d,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,2fba4de2-1dec-4845-9e71-12d801a6bd24,2,Hinjewadi,FC Road,18.5946167,73.7395618,18.5237669,73.8467553,19.588,2026-02-18 22:48:15,22,2,0,0,0,clear,0,0.0,1.72,new,"main_road,highway",52,26,2014,33.57,33.6,60.58,44.54,0,0,328.25,completed
6759b460-57d0-4ca6-a5eb-78ca4f9b139d,72b4eb2e-671e-4e85-a792-d95a622e4ec9,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,5,Camp (MG Road),Hadapsar,18.5147045,73.8853767,18.5031245,73.923841,6.072,2026-01-16 09:53:15,9,4,0,1,0,cloudy,0,0.0,1.98,experienced,local_road,18,7,960,16.0,21.5,33.76,36.32,0,0,106.88,completed
ea461bb1-a939-4234-8eac-6a6bb3ab5d4d,14a2da99-987d-4630-ab73-8d5b2ae3313a,d1eaf3eb-7f00-4476-8e9b-920561843ccd,5,Baner,Koregaon Park,18.5575618,73.7864788,18.5301876,73.8939089,15.938,2026-02-08 08:56:15,8,6,1,0,1,rainy,1,8.39,1.29,new,main_road,43,17,1639,27.32,29.44,59.13,50.21,0,0,278.19,completed
07b0429d-8847-4e04-b033-96cfc853b4c0,571f49f5-a255-49f9-95fb-2053557d4319,09c7bf5c-2e22-474b-8466-6fa748661acf,3,Kharadi,Kothrud,18.5451479,73.9375427,18.5138924,73.8133254,18.481,2026-02-07 08:58:15,8,5,1,0,0,clear,0,0.0,1.72,experienced,main_road,39,24,1900,31.67,31.58,99.03,68.11,1,1,302.97,completed
6deaa1d8-2cdf-453c-a606-95baa07ffd7b,14a2da99-987d-4630-ab73-8d5b2ae3313a,d1eaf3eb-7f00-4476-8e9b-920561843ccd,3,Hadapsar,Koregaon Park,18.4969368,73.9319233,18.5408492,73.8999836,8.491,2026-01-27 19:25:15,19,1,0,1,0,clear,0,0.0,1.95,senior,"main_road,local_road",27,11,1343,22.38,23.35,52.13,55.21,0,0,152.31,completed
e02b3c0a-9538-4e64-b96a-bef1759086ce,14a2da99-987d-4630-ab73-8d5b2ae3313a,2fba4de2-1dec-4845-9e71-12d801a6bd24,4,Baner,Shivajinagar,18.5577722,73.7835338,18.5245054,73.8526573,11.876,2026-03-01 13:17:15,13,6,1,0,0,rainy,1,12.9,1.54,experienced,"main_road,local_road",35,6,1221,20.35,28.33,42.07,32.66,1,1,189.7,completed
19375354-ce83-4c3a-a975-accc9928d93a,14a2da99-987d-4630-ab73-8d5b2ae3313a,d1eaf3eb-7f00-4476-8e9b-920561843ccd,9,Hinjewadi,Camp (MG Road),18.5843126,73.7388736,18.5181571,73.8842765,22.56,2026-01-22 05:19:15,5,3,0,0,0,cloudy,0,0.0,1.26,senior,"main_road,highway",61,25,1933,32.22,30.6,52.45,41.66,0,0,353.58,completed
228df9c2-59d2-4610-990e-7532f6c6b753,72b4eb2e-671e-4e85-a792-d95a622e4ec9,9c71c91b-eaf6-4030-9f21-765573cba94c,2,Koregaon Park,Kharadi,18.5303045,73.8967634,18.5523839,73.9399924,7.649,2026-02-10 03:08:15,3,1,0,0,0,rainy,1,7.89,1.29,senior,"main_road,local_road",20,6,655,10.92,15.38,21.08,27.04,1,3,151.97,completed
ce9037f5-ddcd-42ad-b497-bd74fabe2fe5,879270a3-1409-4ac9-bb1b-ef084ca2ff80,c63d6d29-6af2-45fd-88ba-302c61ececc0,10,Kothrud,Viman Nagar,18.5027884,73.8105325,18.5666266,73.9196956,18.644,2026-03-13 12:14:15,12,4,0,0,0,clear,0,0.0,1.23,new,"main_road,highway",32,15,1917,31.95,31.66,71.75,55.87,0,0,287.1,completed
07866757-d3e5-4904-afd3-4c526a5c1d5d,82c32f6d-7086-4c9a-92d1-c3df8179a960,d1eaf3eb-7f00-4476-8e9b-920561843ccd,9,Shivajinagar,Hinjewadi,18.5250231,73.8471282,18.5939068,73.739068,17.697,2026-03-15 22:06:15,22,6,1,0,0,clear,0,0.0,1.26,senior,highway,52,9,1820,30.33,30.0,45.79,34.48,0,0,265.14,completed
604c01f2-a50e-438a-90d5-dd31db4e3d00,14a2da99-987d-4630-ab73-8d5b2ae3313a,93642ba7-f0cb-4485-954b-a04b021a382e,5,Hinjewadi,Wakad,18.5859116,73.7415979,18.6045649,73.7607981,3.644,2026-03-15 08:48:15,8,6,1,0,0,clear,0,0.0,1.77,experienced,highway,9,2,374,6.23,6.91,9.57,27.8,0,0,78.16,completed
0bf7ef90-2500-415f-80fd-ffa1217c6db2,3b1b1827-97cf-48af-9584-b21a739b1482,d140aa44-cd68-4b2a-8fff-4e97a4e4d4ec,9,Baner,Kharadi,18.5586248,73.7847114,18.5538452,73.9404057,22.925,2026-01-10 12:04:15,12,5,1,0,0,cloudy,0,0.0,1.99,experienced,highway,77,11,2358,39.3,39.3,79.88,50.8,0,0,342.22,completed
8e44011b-1a5f-4eca-843c-0390da3315aa,1bbcc64c-7b6d-4352-a3cb-2cd0aadf675a,ece7a47b-687c-4509-abc3-d23fb1c4a95f,6,FC Road,Wakad,18.5188592,73.8398243,18.6046568,73.7512596,19.374,2026-02-20 21:10:15,21,4,0,0,0,clear,0,0.0,1.55,experienced,"main_road,local_road",60,14,1992,33.2,34.14,49.0,30.33,0,0,289.78,completed
54eb8540-cc70-4233-a0e9-fbf38d74589b,82c32f6d-7086-4c9a-92d1-c3df8179a960,c63d6d29-6af2-45fd-88ba-302c61ececc0,4,Hadapsar,Aundh,18.5042309,73.9321892,18.5598182,73.8085323,19.045,2026-03-01 03:54:15,3,6,1,0,0,rainy,1,8.42,1.02,experienced,highway,42,18,1632,27.2,34.5,47.72,27.7,0,0,304.06,completed
62500050-e923-46e4-b468-ed75c0bfaf76,237bc250-4458-41b6-9ac6-4a27d7323bd6,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,4,Shivajinagar,Camp (MG Road),18.5316052,73.8431006,18.5211605,73.8735594,4.387,2026-03-09 00:07:15,0,0,0,0,0,cloudy,0,0.0,1.28,experienced,main_road,8,3,376,6.27,7.14,11.0,35.09,0,0,117.74,completed
9a521b68-ea57-4e11-bf46-3244f91c177e,82c32f6d-7086-4c9a-92d1-c3df8179a960,47e68b0b-d300-4243-b472-e899bc1e626f,1,Aundh,Wakad,18.5621942,73.800986,18.6036579,73.7619271,8.886,2026-01-13 14:18:15,14,1,0,0,0,clear,0,0.0,1.76,senior,main_road,24,9,913,15.22,14.47,26.95,46.31,0,0,156.34,completed
6393c49c-6cf4-44c7-a55a-1c76a2fa319b,37b1137a-e666-40a9-a61c-e5740b6e50d8,e83ebe4f-a281-4b87-a7ca-e6092040ddd7,9,Wakad,Shivajinagar,18.6007169,73.7551151,18.5293358,73.8478592,15.95,2026-02-25 11:18:15,11,2,0,0,0,clear,0,0.0,2.0,senior,main_road,47,19,1640,27.33,25.86,51.69,49.97,0,0,272.23,completed
8a293073-5ffa-4d73-ac66-98414ea5de05,3b1b1827-97cf-48af-9584-b21a739b1482,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,3,Wakad,Kothrud,18.5944559,73.7529412,18.5104856,73.8076132,15.786,2026-01-24 11:32:15,11,5,1,0,0,clear,0,0.0,2.0,senior,highway,31,13,1623,27.05,25.98,55.79,53.43,0,0,240.08,completed
9c294f96-2840-433f-ae8a-8806b7725ff6,72b4eb2e-671e-4e85-a792-d95a622e4ec9,c63d6d29-6af2-45fd-88ba-302c61ececc0,8,FC Road,Aundh,18.5266876,73.841202,18.5575708,73.8069523,7.409,2025-12-25 02:18:15,2,3,0,0,0,clear,0,0.0,1.0,new,local_road,13,7,635,10.58,11.42,17.36,34.22,0,0,144.06,completed
b62095d6-b390-4025-9242-094de652b63a,82c32f6d-7086-4c9a-92d1-c3df8179a960,ece7a47b-687c-4509-abc3-d23fb1c4a95f,7,Camp (MG Road),Wakad,18.5174064,73.8829082,18.6058611,73.7633343,21.787,2026-02-14 14:04:15,14,5,1,0,0,clear,0,0.0,2.0,experienced,main_road,41,28,2240,37.33,37.13,67.27,44.8,1,1,345.2,completed
fa9c39f7-3281-407c-9850-74eadd7bc7db,72b4eb2e-671e-4e85-a792-d95a622e4ec9,dc8d8012-b5ad-4c42-b993-2441ab6e5796,1,Kothrud,Hadapsar,18.5018399,73.8064676,18.5070399,73.9320967,18.118,2025-12-29 10:01:15,10,0,0,1,0,clear,0,0.0,1.71,experienced,highway,48,20,2867,47.78,52.29,46.57,12.28,0,0,264.31,completed
4f8b0243-5a1c-47dc-a15d-37b7cdea87c1,879270a3-1409-4ac9-bb1b-ef084ca2ff80,09c7bf5c-2e22-474b-8466-6fa748661acf,6,Kharadi,FC Road,18.5540573,73.9360591,18.5274461,73.8349357,14.977,2026-02-28 13:46:15,13,5,1,0,0,clear,0,0.0,1.24,experienced,main_road,33,20,1540,25.67,25.61,51.43,50.2,0,0,249.05,completed
2616004d-826c-494f-9bb7-3a439f50fb1d,3b1b1827-97cf-48af-9584-b21a739b1482,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,8,Shivajinagar,Viman Nagar,18.5279313,73.8504855,18.5682985,73.9147967,11.142,2025-12-31 09:00:15,9,2,0,1,0,clear,0,0.0,1.71,experienced,"main_road,highway",35,15,1763,29.38,34.09,52.83,35.47,0,0,186.39,completed
b27fdc21-f3e9-4056-975e-194e39617d12,571f49f5-a255-49f9-95fb-2053557d4319,d6644b2b-589a-41dc-8384-45a2c5f1d419,4,Hinjewadi,Hadapsar,18.5919456,73.7353524,18.4974196,73.9260794,31.735,2026-01-14 06:15:15,6,2,0,0,0,clear,0,0.0,2.0,experienced,"main_road,highway",108,45,3264,54.4,54.61,91.03,40.01,0,0,461.34,completed
c42077d7-ec97-4b82-9c4a-c0ab1d9ff589,82c32f6d-7086-4c9a-92d1-c3df8179a960,9c71c91b-eaf6-4030-9f21-765573cba94c,9,Shivajinagar,Baner,18.5295507,73.8448629,18.5530458,73.7887206,9.277,2026-02-03 09:55:15,9,1,0,1,1,clear,0,0.0,1.24,experienced,local_road,18,10,1468,24.47,24.82,27.46,9.61,0,0,160.35,completed
e27a7265-9b8b-415c-bd17-afff0f08f6a3,8e7da535-ca05-4c41-9bfc-ec4b94af6787,09c7bf5c-2e22-474b-8466-6fa748661acf,8,Koregaon Park,Hinjewadi,18.5369502,73.8925793,18.5882373,73.7453642,23.822,2026-01-13 05:10:15,5,1,0,0,0,cloudy,0,0.0,1.28,senior,"main_road,highway",82,24,2041,34.02,32.41,57.61,43.74,0,0,352.09,completed
a2cb8ea5-1d37-4c2d-b7ba-f02d319b49d0,879270a3-1409-4ac9-bb1b-ef084ca2ff80,93642ba7-f0cb-4485-954b-a04b021a382e,7,Hadapsar,Wakad,18.4985179,73.9190579,18.6055719,73.7516901,29.672,2026-01-14 09:08:15,9,2,0,1,0,clear,0,0.0,1.96,experienced,highway,73,31,4695,78.25,82.68,163.44,49.41,0,0,467.31,completed
6602bce2-a8e5-49de-ba68-c1d1a863262c,72b4eb2e-671e-4e85-a792-d95a622e4ec9,7522fed3-a0fa-4625-b63b-15c824af857a,7,Koregaon Park,Hadapsar,18.5348217,73.897405,18.5006762,73.9238936,7.021,2026-02-03 20:15:15,20,1,0,1,0,cloudy,0,0.0,1.28,experienced,"main_road,local_road",12,6,1111,18.52,24.11,39.28,38.62,0,0,121.79,completed
02eb37d1-e14a-463c-9c06-1389688a3837,8e7da535-ca05-4c41-9bfc-ec4b94af6787,c63d6d29-6af2-45fd-88ba-302c61ececc0,5,FC Road,Baner,18.5213743,73.8351281,18.563923,73.7917933,9.792,2026-01-19 09:45:15,9,0,0,1,0,cloudy,0,0.0,1.49,new,highway,20,10,1549,25.82,27.28,30.43,10.35,1,3,165.14,completed
e5f233e7-a26d-4c40-bf2c-f4ae67d91a18,14a2da99-987d-4630-ab73-8d5b2ae3313a,9c71c91b-eaf6-4030-9f21-765573cba94c,6,Wakad,Koregaon Park,18.5937129,73.7632153,18.530965,73.8999899,21.807,2026-02-01 01:49:15,1,6,1,0,0,rainy,1,10.22,1.53,senior,local_road,73,14,1869,31.15,36.25,54.6,33.61,0,0,343.7,completed
9f76ddfe-95b0-4f39-a10a-44e7d83b5bad,72b4eb2e-671e-4e85-a792-d95a622e4ec9,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,9,Koregaon Park,Shivajinagar,18.542189,73.8867821,18.5337457,73.8444789,6.75,2026-02-19 08:16:15,8,3,0,1,0,cloudy,0,0.0,1.75,experienced,local_road,17,6,1068,17.8,22.0,36.37,39.51,0,0,124.72,completed
030b3eb9-93fd-40b5-8736-a82b77dd830f,82c32f6d-7086-4c9a-92d1-c3df8179a960,dc8d8012-b5ad-4c42-b993-2441ab6e5796,3,Hinjewadi,Koregaon Park,18.592244,73.7432817,18.5367535,73.8958302,24.706,2026-03-12 10:39:15,10,3,0,1,0,cloudy,0,0.0,2.0,experienced,local_road,74,22,3909,65.15,70.02,115.14,39.19,1,1,379.88,completed
84669211-7e99-463f-977a-f305285927b0,3b1b1827-97cf-48af-9584-b21a739b1482,09c7bf5c-2e22-474b-8466-6fa748661acf,2,Shivajinagar,Kharadi,18.5327379,73.8527863,18.5586778,73.944567,13.675,2025-12-25 18:45:15,18,3,0,1,0,cloudy,0,0.0,1.74,new,main_road,39,9,2163,36.05,41.86,81.59,48.69,0,0,248.95,completed
07d4a1d9-1830-4cc9-8256-c6054750d47b,237bc250-4458-41b6-9ac6-4a27d7323bd6,9c71c91b-eaf6-4030-9f21-765573cba94c,10,Aundh,Wakad,18.5631275,73.8015816,18.598412,73.7626648,8.436,2026-03-07 08:41:15,8,5,1,0,0,stormy,1,44.32,1.99,experienced,local_road,26,10,867,14.45,25.36,69.66,63.59,0,0,159.59,completed
3d756808-90de-4b96-908e-a8ec0cdbf768,237bc250-4458-41b6-9ac6-4a27d7323bd6,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,6,Shivajinagar,Hadapsar,18.526811,73.8476632,18.5032021,73.9263608,11.445,2026-02-20 00:01:15,0,4,0,0,0,cloudy,0,0.0,1.47,experienced,local_road,23,7,981,16.35,15.53,28.98,46.41,0,0,214.67,completed
dd0ba36a-ab14-45e5-84a9-6fc18fb7b296,3b1b1827-97cf-48af-9584-b21a739b1482,7522fed3-a0fa-4625-b63b-15c824af857a,7,Viman Nagar,Wakad,18.5744679,73.9195199,18.6040615,73.7594377,23.854,2026-01-27 04:41:15,4,1,0,0,0,clear,0,0.0,1.27,new,"main_road,local_road",59,23,2044,34.07,33.22,58.68,43.39,0,0,373.58,completed
3292ad91-1840-4e4b-9ea7-94391bfdc11a,72b4eb2e-671e-4e85-a792-d95a622e4ec9,b5404dad-561b-4360-8e9b-0bb1ac69a86f,2,Hinjewadi,FC Road,18.5958801,73.7367063,18.523366,73.8409475,17.946,2026-03-19 15:00:15,15,3,0,0,0,rainy,1,10.92,2.0,experienced,"main_road,local_road",58,9,1845,30.75,36.83,70.97,48.1,0,0,302.53,completed
cd522008-e370-42a9-a418-13788b4dcc88,237bc250-4458-41b6-9ac6-4a27d7323bd6,e83ebe4f-a281-4b87-a7ca-e6092040ddd7,2,Koregaon Park,Baner,18.5308504,73.8911233,18.56251,73.7819101,17.511,2026-01-26 07:40:15,7,0,0,0,0,clear,0,0.0,1.01,experienced,local_road,45,22,1801,30.02,29.54,51.05,42.14,0,0,260.5,completed
1ef41ad2-2955-4ef9-a948-87017c776364,571f49f5-a255-49f9-95fb-2053557d4319,93642ba7-f0cb-4485-954b-a04b021a382e,6,Baner,Wakad,18.5627626,73.7873948,18.6062738,73.7549207,8.345,2026-02-24 20:12:15,20,1,0,1,0,cloudy,0,0.0,2.0,experienced,local_road,29,9,1320,22.0,23.38,50.53,53.73,0,0,149.13,completed
da7f214d-39f6-4dc7-8efb-23d262b6dc70,571f49f5-a255-49f9-95fb-2053557d4319,93642ba7-f0cb-4485-954b-a04b021a382e,8,Shivajinagar,Viman Nagar,18.5330272,73.8487607,18.5662223,73.9080388,10.563,2026-01-14 08:13:15,8,2,0,1,0,cloudy,0,0.0,1.97,experienced,"main_road,local_road",33,13,1671,27.85,32.61,53.88,39.48,0,0,169.38,completed
63c6c6ef-c053-44b4-b02f-27829fb44b35,14a2da99-987d-4630-ab73-8d5b2ae3313a,9c71c91b-eaf6-4030-9f21-765573cba94c,9,Baner,Viman Nagar,18.5536859,73.7921053,18.5745773,73.907544,17.75,2026-01-19 15:09:15,15,0,0,0,0,cloudy,0,0.0,1.24,experienced,local_road,57,21,1825,30.42,30.91,50.37,38.63,0,0,286.64,completed
72f8859e-2f87-4a5d-95f8-d4f5df2be70a,8e7da535-ca05-4c41-9bfc-ec4b94af6787,7522fed3-a0fa-4625-b63b-15c824af857a,2,Viman Nagar,FC Road,18.5674897,73.9149232,18.5158882,73.835729,12.894,2025-12-29 10:46:15,10,0,0,1,0,rainy,1,5.12,2.0,senior,main_road,25,8,2040,34.0,40.08,36.68,9.27,0,0,223.09,completed
2b6582e7-5f40-4e07-9c44-df63c3ffc359,571f49f5-a255-49f9-95fb-2053557d4319,7522fed3-a0fa-4625-b63b-15c824af857a,10,Shivajinagar,Aundh,18.5283908,73.8487011,18.5580378,73.8144816,6.291,2026-03-21 09:55:15,9,5,1,0,0,clear,0,0.0,2.0,experienced,"main_road,highway",18,4,647,10.78,11.6,33.5,65.37,0,0,103.21,completed
c0f85b6f-a71a-4baa-bb0b-113a3e02dbc7,571f49f5-a255-49f9-95fb-2053557d4319,ad2d979a-b741-4d1c-96ee-b0632f30d7d5,8,Wakad,Camp (MG Road),18.600622,73.7502576,18.5182457,73.8753249,21.455,2026-02-13 05:58:15,5,4,0,0,1,clear,0,0.0,1.21,experienced,"main_road,highway",61,27,1838,30.63,26.7,44.82,40.43,0,0,320.38,completed
